yy,flag,eez,alb_kg,alb_mt,bet_kg,bet_mt,skj_kg,skj_mt,yft_kg,yft_mt,oth_kg,oth_mt
2006,CN,I7,4183780.928,4183.781,0,0,0,0,0,0,0,0
2006,CN,I8,257732,257.732,6443,6.443,8045,8.045,37165,37.165,0,0
2006,CN,LN,0,0,487,0.487,0,0,677,0.677,0,0
2006,CN,MH,22370,22.370,1205106,1205.106,0,0,854443,854.443,0,0
2006,CN,PW,310,0.310,106928,106.928,0,0,20387,20.387,0,0
2006,CN,SB,1035012,1035.012,59216,59.216,5490,5.490,229604,229.604,0,0
2006,CN,VU,1469074,1469.074,47755,47.755,14190,14.190,222051,222.051,0,0
2006,ES,I6,0,0,31000,31,301000,301,63500,63.500,0,0
2006,ES,I7,0,0,31000,31,301000,301,63500,63.500,0,0
2006,FJ,FJ,5640885.690,5640.886,454490.753,454.491,31774.401,31.774,1204158.736,1204.159,0,0
2006,FJ,I2,242863.680,242.864,48741.055,48.741,448.441,0.448,43411.623,43.412,0,0
2006,FJ,I7,791871.241,791.871,13054.880,13.055,7442.567,7.443,15010.034,15.010,0,0
2006,FJ,I8,977732.441,977.732,39485.023,39.485,12991.811,12.992,149139.784,149.140,0,0
2006,FJ,MA,2025.341,2.025,0,0,43.286,0.043,127.680,0.128,0,0
2006,FJ,SB,831496.692,831.497,80469.787,80.470,7735.179,7.735,161292.956,161.293,0,0
2006,FJ,TV,777.634,0.778,0,0,0,0,34.380,0.034,0,0
2006,FJ,VU,3314347.280,3314.347,134758.502,134.759,37564.315,37.564,657824.852,657.825,0,0
2006,FM,FM,0,0,22270.997,22.271,0,0,21291.058,21.291,0,0
2006,FM,I2,0,0,471.106,0.471,0,0,1111.080,1.111,0,0
2006,FM,I3,0,0,3821.855,3.822,0,0,3271.512,3.272,0,0
2006,FM,I4,0,0,6477.721,6.478,0,0,5347.069,5.347,0,0
2006,FM,MH,0,0,138958.320,138.958,0,0,238979.282,238.979,0,0
2006,ID,ID,0,0,4651000,4651,0,0,16476000,16476,0,0
2006,JP,FM,139993.999,139.994,2721420.976,2721.421,689,0.689,2507043.973,2507.044,0,0
2006,JP,GL,0,0,1055.007,1.055,0,0,247.035,0.247,0,0
2006,JP,H5,5968.730,5.969,23691.717,23.692,0,0,16023.673,16.024,0,0
2006,JP,I1,6546.093,6.546,178763.424,178.763,0,0,307440.204,307.440,0,0
2006,JP,I2,82543.722,82.544,359232.289,359.232,0,0,735117.472,735.117,0,0
2006,JP,I3,790084.140,790.084,346558.181,346.558,0,0,551537.418,551.537,0,0
2006,JP,I4,40165.646,40.166,1113996.433,1113.996,0,0,656934.651,656.935,0,0
2006,JP,I5,45632.845,45.633,3366213.098,3366.213,0,0,1291889.723,1291.890,0,0
2006,JP,I6,2662743.813,2662.744,4474768.632,4474.769,0,0,360483.129,360.483,0,0
2006,JP,I7,1774794.535,1774.795,214138.928,214.139,0,0,546302.680,546.303,0,0
2006,JP,ID,538.993,0.539,4722.058,4.722,0,0,3424.976,3.425,0,0
2006,JP,JP,17337904.453,17337.904,11545413.294,11545.413,13000,13,3927497.130,3927.497,0,0
2006,JP,LN,1082.981,1.083,4226.038,4.226,0,0,3126.030,3.126,0,0
2006,JP,MH,25462.990,25.463,194953.029,194.953,0,0,118014.036,118.014,0,0
2006,JP,PH,335.035,0.335,1610.989,1.611,0,0,929.969,0.930,0,0
2006,JP,PW,7978.034,7.978,602472.063,602.472,0,0,188290.962,188.291,0,0
2006,JP,PX,444.998,0.445,4147.042,4.147,0,0,7229.992,7.230,0,0
2006,JP,SB,1372462.022,1372.462,526725.943,526.726,0,0,2237878.037,2237.878,0,0
2006,JP,TV,101.033,0.101,174.022,0.174,0,0,232.974,0.233,0,0
2006,JP,VU,7216.012,7.216,716.981,0.717,0,0,2356.032,2.356,0,0
2006,KR,GL,28169,28.169,952749,952.749,0,0,659406,659.406,0,0
2006,KR,H4,6519,6.519,105938,105.938,0,0,81859,81.859,0,0
2006,KR,H5,22900,22.900,141029,141.029,0,0,62785,62.785,0,0
2006,KR,I2,20316,20.316,59357,59.357,0,0,58964,58.964,0,0
2006,KR,I3,1573,1.573,348,0.348,0,0,814,0.814,0,0
2006,KR,I4,256858.495,256.858,4549766.438,4549.766,500,0.500,3392641.500,3392.642,0,0
2006,KR,I5,256858.495,256.858,4549766.438,4549.766,500,0.500,3392641.500,3392.642,0,0
2006,KR,I6,625,0.625,75,0.075,0,0,190,0.190,0,0
2006,KR,I9,150,0.150,58,0.058,0,0,55,0.055,0,0
2006,KR,LN,62069,62.069,1277667,1277.667,0,0,905306,905.306,0,0
2006,KR,PX,40985,40.985,586393,586.393,0,0,392970,392.970,0,0
2006,KR,SB,325367,325.367,231437,231.437,0,0,533687,533.687,0,0
2006,KR,TV,6496,6.496,31839,31.839,0,0,24132,24.132,0,0
2006,KR,VU,21114,21.114,2577,2.577,0,0,23549,23.549,0,0
2006,NC,I7,7703.323,7.703,0,0,0,0,939.354,0.939,0,0
2006,NC,MA,1958.250,1.958,65.470,0.065,0,0,2890.238,2.890,0,0
2006,NC,NC,1348338.428,1348.338,34934.530,34.935,0,0,410170.409,410.170,0,0
2006,NU,I7,1623.320,1.623,40.173,0.040,0,0,145.930,0.146,0,0
2006,NU,NU,211376.682,211.377,21959.827,21.960,8000,8,41854.070,41.854,0,0
2006,NZ,I7,253.947,0.254,134.619,0.135,24.251,0.024,33.207,0.033,0,0
2006,NZ,NZ,495746.053,495.746,176865.381,176.865,975.749,0.976,2966.793,2.967,0,0
2006,PF,I5,65936.587,65.937,20863.073,20.863,432.488,0.432,24281.038,24.281,0,0
2006,PF,I7,5728.443,5.728,656.688,0.657,0,0,1641.144,1.641,0,0
2006,PF,NU,27.108,0.027,67.982,0.068,0,0,84.974,0.085,0,0
2006,PF,PF,2846307.862,2846.308,476412.258,476.412,27567.512,27.568,663992.844,663.993,0,0
2006,PG,PG,1811000,1811,216000,216,0,0,2139000,2139,0,0
2006,PH,PH,0,0,59000,59,0,0,484000,484,0,0
2006,SN,I5,0,0,3000,3,9000,9,3000,3,0,0
2006,TO,I7,8580.063,8.580,2684.638,2.685,46.626,0.047,1221.744,1.222,0,0
2006,TO,TO,405419.937,405.420,114315.362,114.315,953.374,0.953,225778.256,225.778,0,0
2006,TW,CK,236,0.236,185,0.185,0,0,181,0.181,0,0
2006,TW,FJ,2045,2.045,80,0.080,0,0,210,0.210,0,0
2006,TW,FM,0,0,389549,389.549,0,0,216990,216.990,0,0
2006,TW,H4,295,0.295,233,0.233,0,0,272,0.272,0,0
2006,TW,H5,132,0.132,154,0.154,0,0,160,0.160,0,0
2006,TW,I1,274,0.274,1926877.400,1926.877,0,0,4150995.042,4150.995,0,0
2006,TW,I2,2546140.959,2546.141,9858,9.858,1110,1.110,9149,9.149,0,0
2006,TW,I3,809,0.809,825804.600,825.805,0,0,1778997.875,1778.998,0,0
2006,TW,I4,0,0,3764112,3764.112,102688,102.688,1376152.982,1376.153,0,0
2006,TW,I5,0,0,3764112,3764.112,102688,102.688,1376152.982,1376.153,0,0
2006,TW,I6,1982680.252,1982.680,255417,255.417,7200,7.200,2031024,2031.024,0,0
2006,TW,I7,2377039.684,2377.040,3189,3.189,8150,8.150,13026,13.026,0,0
2006,TW,I8,65242,65.242,1365,1.365,204,0.204,10166,10.166,0,0
2006,TW,ID,1445,1.445,149771,149.771,0,0,363896,363.896,0,0
2006,TW,LN,13092,13.092,137032,137.032,0,0,103228,103.228,0,0
2006,TW,MH,80,0.080,3276,3.276,0,0,1238,1.238,0,0
2006,TW,PG,48524,48.524,5280,5.280,0,0,63915,63.915,0,0
2006,TW,PH,0,0,171026,171.026,4800,4.800,1353850,1353.850,0,0
2006,TW,PW,28534,28.534,2139454,2139.454,0,0,1321857,1321.857,0,0
2006,TW,PX,1012,1.012,1317,1.317,0,0,900,0.900,0,0
2006,TW,SB,1833888,1833.888,204177,204.177,1035,1.035,574295,574.295,0,0
2006,TW,TV,404,0.404,916,0.916,0,0,2751,2.751,0,0
2006,TW,TW,233000,233,424000,424,12000,12,3384000,3384,0,0
2006,TW,VU,1892127,1892.127,117815,117.815,406,0.406,520593,520.593,0,0
2006,US,AS,4078000,4078,181000,181,190000,190,513000,513,0,0
2006,US,HW,53386.427,53.386,1861039.381,1861.039,40897.802,40.898,335395.074,335.395,0,0
2006,US,I5,68265.019,68.265,900553.585,900.554,29584.359,29.584,282158.857,282.159,0,0
2006,US,I6,57548.554,57.549,1358988.303,1358.988,12676.507,12.677,111063.032,111.063,0,0
2006,US,JT,76780.214,76.780,171151.607,171.152,5093.970,5.094,71165.375,71.165,0,0
2006,US,PY,19.786,0.020,89267.168,89.267,4747.362,4.747,137217.672,137.218,0,0
2006,VN,VN,16000,16,3538000,3538,0,0,10930000,10930,0,0
2006,VU,FJ,5403.821,5.404,421.341,0.421,0,0,2310.503,2.311,0,0
2006,VU,GL,31.458,0.031,159.365,0.159,0,0,100.977,0.101,0,0
2006,VU,H4,10381.344,10.381,25200.815,25.201,0,0,6322.700,6.323,0,0
2006,VU,H5,142231.554,142.232,297371.521,297.372,0,0,92545.859,92.546,0,0
2006,VU,I2,4383.039,4.383,2159.498,2.159,0,0,11662.404,11.662,0,0
2006,VU,I3,74543.563,74.544,4520.208,4.520,0,0,10104.247,10.104,0,0
2006,VU,I4,21098.390,21.098,2560.923,2.561,0,0,5207.041,5.207,0,0
2006,VU,I5,232643.874,232.644,191756.230,191.756,0,0,58881.214,58.881,0,0
2006,VU,I6,3065321.815,3065.322,332972.397,332.972,0,0,33365.698,33.366,0,0
2006,VU,I7,4303485.367,4303.485,151715.844,151.716,0,0,76179.306,76.179,0,0
2006,VU,I8,90871.077,90.871,2927.472,2.927,0,0,12568.194,12.568,0,0
2006,VU,I9,382454.428,382.454,5655.747,5.656,0,0,17404.009,17.404,0,0
2006,VU,IW,0,0,115.538,0.116,0,0,37.621,0.038,0,0
2006,VU,LN,147366.591,147.367,603439.822,603.440,0,0,192784.498,192.784,0,0
2006,VU,MA,0,0,0,0,0,0,19.800,0.020,0,0
2006,VU,PX,5227.632,5.228,10227.752,10.228,0,0,10181.467,10.181,0,0
2006,VU,SB,1038937.376,1038.937,82029.126,82.029,0,0,388717.976,388.718,0,0
2006,VU,TV,0,0,1027.953,1.028,0,0,70.288,0.070,0,0
2006,VU,VU,1591618.671,1591.619,68738.448,68.738,0,0,427536.212,427.536,0,0
2006,WS,WS,2113000,2113,128000,128,59000,59,264000,264,0,0
2007,AU,AU,1866219.971,1866.220,957265.606,957.266,8000,8,1346171.938,1346.172,0,0
2007,AU,I7,58343.285,58.343,49876.536,49.877,0,0,42893.649,42.894,0,0
2007,AU,NF,436.744,0.437,857.858,0.858,0,0,934.414,0.934,0,0
2007,BZ,I2,19292.888,19.293,63161.277,63.161,0,0,87793.639,87.794,0,0
2007,BZ,SB,144707.112,144.707,94838.723,94.839,0,0,185206.361,185.206,0,0
2007,CK,CK,2384583.596,2384.584,185107.818,185.108,28826.132,28.826,200522.545,200.523,0,0
2007,CK,H4,21945.359,21.945,5639.743,5.640,805.708,0.806,9889.241,9.889,0,0
2007,CK,H5,15519.989,15.520,11636.032,11.636,5531.571,5.532,9220.205,9.220,0,0
2007,CK,I2,623.905,0.624,1061.037,1.061,0,0,368.323,0.368,0,0
2007,CK,I7,58327.460,58.327,1826.702,1.827,4.796,0.005,565.100,0.565,0,0
2007,CK,I8,5059.109,5.059,376.621,0.377,43.163,0.043,5672.185,5.672,0,0
2007,CK,I9,54933.939,54.934,3036.859,3.037,230.202,0.230,1438.986,1.439,0,0
2007,CK,TV,48615.254,48.615,21695.802,21.696,3072.242,3.072,12751.068,12.751,0,0
2007,CK,VU,54391.390,54.391,7619.387,7.619,2486.185,2.486,49572.348,49.572,0,0
2007,CN,FJ,401425,401.425,17232,17.232,9013,9.013,84159,84.159,0,0
2007,CN,FM,10049,10.049,925488,925.488,748,0.748,310267,310.267,0,0
2007,CN,GL,0,0,24850,24.850,0,0,20705,20.705,0,0
2007,CN,I1,0,0,5680,5.680,0,0,1575,1.575,0,0
2007,CN,I2,32007,32.007,43793,43.793,262,0.262,41186,41.186,0,0
2007,CN,I3,0,0,42795,42.795,0,0,7883,7.883,0,0
2007,CN,I4,0,0,3966896,3966.896,0,0,540821.472,540.821,0,0
2007,CN,I5,0,0,3966896,3966.896,0,0,540821.472,540.821,0,0
2007,CN,I6,17016,17.016,10094,10.094,0,0,657,0.657,0,0
2007,CN,I7,2609536.109,2609.536,0,0,0,0,0,0,0,0
2007,CN,I8,215632,215.632,9103,9.103,651,0.651,35615,35.615,0,0
2007,CN,LN,0,0,738,0.738,0,0,138,0.138,0,0
2007,CN,MH,1940,1.940,1353604,1353.604,0,0,485687,485.687,0,0
2007,CN,PW,0,0,16260,16.260,0,0,2760,2.760,0,0
2007,CN,SB,897284,897.284,93246,93.246,2826,2.826,359585,359.585,0,0
2007,CN,TV,750,0.750,150,0.150,0,0,700,0.700,0,0
2007,CN,VU,1267361,1267.361,58175,58.175,10293,10.293,335440,335.440,0,0
2007,ES,I6,0,0,31000,31,301000,301,63500,63.500,0,0
2007,ES,I7,0,0,31000,31,301000,301,63500,63.500,0,0
2007,FJ,FJ,3725965.454,3725.965,305130.303,305.130,17684.738,17.685,913431.042,913.431,0,0
2007,FJ,H4,5192.343,5.192,1235.877,1.236,58.349,0.058,2296.829,2.297,0,0
2007,FJ,I2,147440.790,147.441,51988.218,51.988,191.902,0.192,64640.932,64.641,0,0
2007,FJ,I3,118.893,0.119,0,0,0,0,45.538,0.046,0,0
2007,FJ,I7,357479.355,357.479,11706.797,11.707,1806.854,1.807,25326.873,25.327,0,0
2007,FJ,I8,531716.753,531.717,17723.178,17.723,5703.876,5.704,79369.233,79.369,0,0
2007,FJ,MA,3827.505,3.828,87.553,0.088,97.248,0.097,699.466,0.699,0,0
2007,FJ,SB,554234.578,554.235,72244.432,72.244,6431.285,6.431,236906.596,236.907,0,0
2007,FJ,TV,152329.828,152.330,21749.369,21.749,285.259,0.285,58048.470,58.048,0,0
2007,FJ,VU,1666694.501,1666.695,74134.277,74.134,17740.493,17.740,340235.023,340.235,0,0
2007,FM,FM,0,0,185857.398,185.857,0,0,91506.021,91.506,0,0
2007,FM,I2,0,0,292.350,0.292,0,0,1866.899,1.867,0,0
2007,FM,I3,0,0,84828.346,84.828,0,0,25133.121,25.133,0,0
2007,FM,I4,0,0,60856.178,60.856,0,0,12344.867,12.345,0,0
2007,FM,MH,0,0,1063165.728,1063.166,0,0,417149.097,417.149,0,0
2007,ID,ID,0,0,3955000,3955,0,0,18734000,18734,0,0
2007,JP,FM,32889.011,32.889,1940175.031,1940.175,557,0.557,1435121.962,1435.122,0,0
2007,JP,H5,175225.294,175.225,1034160.512,1034.161,0,0,411507.505,411.508,0,0
2007,JP,I1,39.606,0.040,13699.074,13.699,0,0,18072.066,18.072,0,0
2007,JP,I2,30014.154,30.014,390397.727,390.398,0,0,1406968.602,1406.969,0,0
2007,JP,I3,652995.569,652.996,263460.112,263.460,0,0,531265.031,531.265,0,0
2007,JP,I4,116514.575,116.515,2239328.260,2239.328,0,0,826995.074,826.995,0,0
2007,JP,I5,45198.730,45.199,3602491.741,3602.492,0,0,930305.507,930.306,0,0
2007,JP,I6,2669241.926,2669.242,4162110.799,4162.111,0,0,268562.262,268.562,0,0
2007,JP,I7,1440028.526,1440.029,142515.842,142.516,0,0,219089.997,219.090,0,0
2007,JP,ID,153.976,0.154,715.009,0.715,0,0,539.955,0.540,0,0
2007,JP,JP,19218561.644,19218.562,10930955.776,10930.956,8000,8,3825430.979,3825.431,0,0
2007,JP,MH,6519.013,6.519,247325.938,247.326,0,0,86385.971,86.386,0,0
2007,JP,PW,15734.982,15.735,515698.018,515.698,0,0,451029.959,451.030,0,0
2007,JP,SB,1299882.996,1299.883,592966.008,592.966,0,0,3313725.029,3313.725,0,0
2007,KR,GL,29970,29.970,1238781,1238.781,0,0,1098251,1098.251,0,0
2007,KR,H4,28915,28.915,231873,231.873,0,0,227759,227.759,0,0
2007,KR,H5,2450,2.450,32784,32.784,0,0,27595,27.595,0,0
2007,KR,I2,24128,24.128,110236,110.236,0,0,152643,152.643,0,0
2007,KR,I4,352324.500,352.325,2399618.899,2399.619,500,0.500,1852049.956,1852.050,0,0
2007,KR,I5,352324.500,352.325,2399618.899,2399.619,500,0.500,1852049.956,1852.050,0,0
2007,KR,LN,19103,19.103,930394,930.394,0,0,305260,305.260,0,0
2007,KR,PX,139662,139.662,1855583,1855.583,0,0,1616577,1616.577,0,0
2007,KR,SB,312734,312.734,318684,318.684,0,0,961468,961.468,0,0
2007,KR,TV,171389,171.389,536427,536.427,0,0,723347,723.347,0,0
2007,MH,MH,0,0,3000,3,0,0,2000,2,0,0
2007,NC,I7,12066.274,12.066,332.906,0.333,0,0,1175.090,1.175,0,0
2007,NC,NC,1311933.726,1311.934,52667.094,52.667,0,0,391824.914,391.825,0,0
2007,NU,NU,216000,216,35000,35,12000,12,43000,43,0,0
2007,NZ,FJ,80055.519,80.056,5926.105,5.926,0,0,10900.261,10.900,0,0
2007,NZ,I7,404.474,0.404,434.733,0.435,0,0,376.172,0.376,0,0
2007,NZ,NZ,276540.008,276.540,206639.162,206.639,1000,1,13723.567,13.724,0,0
2007,PF,I5,33188.665,33.189,6227.489,6.227,46.766,0.047,3429.869,3.430,0,0
2007,PF,PF,3923811.335,3923.811,471772.511,471.773,29953.235,29.953,523570.131,523.570,0,0
2007,PG,PG,1598000,1598,111000,111,0,0,1539000,1539,0,0
2007,PH,PH,0,0,59000,59,0,0,484000,484,0,0
2007,SN,I5,0,0,2000,2,0,0,4000,4,0,0
2007,TO,I7,35819.304,35.819,1256.123,1.256,0,0,2989.216,2.989,0,0
2007,TO,TO,354180.696,354.181,127743.877,127.744,1000,1,338010.784,338.011,0,0
2007,TW,CK,311051,311.051,13306,13.306,0,0,21644,21.644,0,0
2007,TW,FJ,6276,6.276,85,0.085,0,0,1089,1.089,0,0
2007,TW,FM,474,0.474,455342,455.342,954,0.954,196503,196.503,0,0
2007,TW,GL,1729,1.729,4844,4.844,0,0,2185,2.185,0,0
2007,TW,H4,8700,8.700,690,0.690,0,0,2230,2.230,0,0
2007,TW,H5,55949,55.949,54184,54.184,0,0,28703,28.703,0,0
2007,TW,I1,209,0.209,1777099.162,1777.099,4232.200,4.232,3478805.451,3478.805,0,0
2007,TW,I2,3758921,3758.921,1765,1.765,25,0.025,3138,3.138,0,0
2007,TW,I3,0,0,761613.927,761.614,1813.800,1.814,1490916.622,1490.917,0,0
2007,TW,I4,0,0,4171308.591,4171.309,31627,31.627,705770.027,705.770,0,0
2007,TW,I5,22386,22.386,4171834.591,4171.835,31627,31.627,706068.027,706.068,0,0
2007,TW,I6,1439447.275,1439.447,357521,357.521,3000,3,2030433,2030.433,0,0
2007,TW,I7,1422628.781,1422.629,555,0.555,0,0,440,0.440,0,0
2007,TW,I8,47198,47.198,1073,1.073,0,0,6692,6.692,0,0
2007,TW,I9,406765,406.765,3404,3.404,0,0,8611,8.611,0,0
2007,TW,ID,770,0.770,302684,302.684,0,0,581831,581.831,0,0
2007,TW,IW,15766,15.766,657,0.657,0,0,566,0.566,0,0
2007,TW,LN,259631,259.631,514153,514.153,40,0.040,169950,169.950,0,0
2007,TW,PG,363105,363.105,23728,23.728,94,0.094,338210,338.210,0,0
2007,TW,PH,0,0,238240,238.240,2000,2,1353460,1353.460,0,0
2007,TW,PW,9479,9.479,1106478,1106.478,0,0,1203462,1203.462,0,0
2007,TW,PX,1461,1.461,7349,7.349,190,0.190,2577,2.577,0,0
2007,TW,SB,1444133,1444.133,127300,127.300,588,0.588,648480,648.480,0,0
2007,TW,TW,225500,225.500,594000,594,5000,5,3383000,3383,0,0
2007,TW,VU,1116421,1116.421,70786,70.786,809,0.809,303236,303.236,0,0
2007,US,AS,4666524.831,4666.525,144158.098,144.158,141516.185,141.516,487571.923,487.572,0,0
2007,US,CK,303765.368,303.765,28816.759,28.817,7888.528,7.889,35298.707,35.299,0,0
2007,US,H4,57930.857,57.931,11167.370,11.167,2665.687,2.666,60588.525,60.589,0,0
2007,US,H5,59793.058,59.793,30381.326,30.381,8381.354,8.381,53866.797,53.867,0,0
2007,US,HW,47361.577,47.362,1685546.377,1685.546,40350.843,40.351,229944.777,229.945,0,0
2007,US,I5,114722.468,114.722,1193101.095,1193.101,32709.794,32.710,429061.457,429.061,0,0
2007,US,I6,34619.061,34.619,1968255.508,1968.256,10436.830,10.437,67744.241,67.744,0,0
2007,US,I7,21529.560,21.530,238.775,0.239,269.116,0.269,350.214,0.350,0,0
2007,US,I9,73456.327,73.456,3237.668,3.238,1279.131,1.279,2323.827,2.324,0,0
2007,US,JT,44612.591,44.613,171183.601,171.184,4378.833,4.379,44285.054,44.285,0,0
2007,US,PY,1684.303,1.684,362913.366,362.913,3123.699,3.124,61964.471,61.964,0,0
2007,VN,VN,16000,16,3648000,3648,0,0,11270000,11270,0,0
2007,VU,FJ,104.347,0.104,169.951,0.170,0,0,47.808,0.048,0,0
2007,VU,H4,5828.989,5.829,1392.456,1.392,0,0,810.791,0.811,0,0
2007,VU,H5,92252.482,92.252,490892.488,490.892,0,0,132674.469,132.674,0,0
2007,VU,I2,10385.267,10.385,5302.729,5.303,0,0,13513.119,13.513,0,0
2007,VU,I3,44154.264,44.154,3253.514,3.254,0,0,3042.163,3.042,0,0
2007,VU,I4,74267.016,74.267,65708.727,65.709,0,0,19702.818,19.703,0,0
2007,VU,I5,149273.687,149.274,526943.295,526.943,0,0,80894.327,80.894,0,0
2007,VU,I6,2150246.605,2150.247,194703.049,194.703,0,0,12991.132,12.991,0,0
2007,VU,I7,3561397.591,3561.398,122069.684,122.070,0,0,66665.057,66.665,0,0
2007,VU,I8,41407.698,41.408,1657.112,1.657,0,0,8878.656,8.879,0,0
2007,VU,I9,594748.624,594.749,19331.675,19.332,0,0,25405.643,25.406,0,0
2007,VU,IW,0,0,1201.858,1.202,0,0,140.495,0.140,0,0
2007,VU,LN,197827.793,197.828,500241.468,500.241,0,0,99554.149,99.554,0,0
2007,VU,MA,2472.195,2.472,120.190,0.120,0,0,1218.623,1.219,0,0
2007,VU,PX,25497.004,25.497,26387.410,26.387,0,0,14128.779,14.129,0,0
2007,VU,SB,385057.431,385.057,70978.672,70.979,0,0,180777.285,180.777,0,0
2007,VU,TV,86249.358,86.249,12756.658,12.757,0,0,41236.980,41.237,0,0
2007,VU,VU,966829.651,966.830,78889.085,78.889,0,0,265317.715,265.318,0,0
2007,WS,WS,3113000,3113,101000,101,40000,40,305000,305,0,0
2008,AU,AU,1256256.131,1256.256,1003531.592,1003.532,14967.781,14.968,1634751.806,1634.752,0,0
2008,AU,I7,20743.869,20.744,23468.408,23.468,32.219,0.032,15248.195,15.248,0,0
2008,BZ,I2,306.736,0.307,29578.020,29.578,0,0,22050.878,22.051,0,0
2008,BZ,SB,6693.264,6.693,59421.980,59.422,0,0,106949.122,106.949,0,0
2008,CK,CK,1917787.426,1917.787,235915.446,235.915,41220.759,41.221,143154.479,143.154,0,0
2008,CK,H4,4836.333,4.836,1010.028,1.010,2318.757,2.319,2281.023,2.281,0,0
2008,CK,H5,27067.548,27.068,3727.479,3.727,469.441,0.469,3648.163,3.648,0,0
2008,CK,I2,30169.361,30.169,12438.963,12.439,1072.840,1.073,8891.017,8.891,0,0
2008,CK,I4,0,0,5115.265,5.115,0,0,2683.611,2.684,0,0
2008,CK,I7,44362.906,44.363,440.885,0.441,462.329,0.462,589.601,0.590,0,0
2008,CK,I8,36498.398,36.498,1987.989,1.988,2252.371,2.252,8914.047,8.914,0,0
2008,CK,I9,36600.902,36.601,3576.177,3.576,88.909,0.089,1563.367,1.563,0,0
2008,CK,SB,11539.535,11.540,5070.174,5.070,0,0,15750.669,15.751,0,0
2008,CK,TK,32542.747,32.543,11032.140,11.032,0,0,3090.805,3.091,0,0
2008,CK,TV,20271.804,20.272,7805.665,7.806,2487.092,2.487,21373.078,21.373,0,0
2008,CK,VU,62323.019,62.323,3879.786,3.880,3627.502,3.628,35060.138,35.060,0,0
2008,CN,FJ,137915,137.915,3167,3.167,2771,2.771,27180,27.180,0,0
2008,CN,FM,2955,2.955,331347,331.347,197,0.197,89919,89.919,0,0
2008,CN,I2,83624,83.624,33806,33.806,1630,1.630,31961,31.961,0,0
2008,CN,I3,1053,1.053,82925,82.925,0,0,10089,10.089,0,0
2008,CN,I4,0,0,4363075.446,4363.075,0,0,1818572.525,1818.573,0,0
2008,CN,I5,0,0,4363075.446,4363.075,0,0,1818572.525,1818.573,0,0
2008,CN,I7,12151603.151,12151.603,0,0,0,0,0,0,0,0
2008,CN,I8,174229,174.229,5046,5.046,2845,2.845,33358,33.358,0,0
2008,CN,LN,522,0.522,12418,12.418,0,0,2401,2.401,0,0
2008,CN,MH,27357,27.357,1443012,1443.012,10,0.010,367686,367.686,0,0
2008,CN,SB,1315491,1315.491,111605,111.605,10555,10.555,458322,458.322,0,0
2008,CN,VU,1197251,1197.251,48523,48.523,14814,14.814,348939,348.939,0,0
2008,ES,I6,33000,33,38500,38.500,0,0,5000,5,0,0
2008,ES,I7,33000,33,38500,38.500,0,0,5000,5,0,0
2008,FJ,FJ,4722808.933,4722.809,375874.996,375.875,38239.319,38.239,1257672.176,1257.672,0,0
2008,FJ,I2,186456.344,186.456,52741.640,52.742,1160.480,1.160,49467.785,49.468,0,0
2008,FJ,I7,330923.007,330.923,8040.190,8.040,1595.661,1.596,13344.931,13.345,0,0
2008,FJ,I8,819973.711,819.974,23135.872,23.136,13738.038,13.738,197435.608,197.436,0,0
2008,FJ,MA,1657.570,1.658,86.754,0.087,0,0,1869.667,1.870,0,0
2008,FJ,SB,1270147.810,1270.148,96109.202,96.109,16488.846,16.489,451979.332,451.979,0,0
2008,FJ,TV,14720.099,14.720,3003.953,3.004,0,0,1853.172,1.853,0,0
2008,FJ,VU,2266312.526,2266.313,112007.386,112.007,33777.655,33.778,789377.357,789.377,0,0
2008,FM,FM,0,0,532816.577,532.817,0,0,182624.873,182.625,0,0
2008,FM,I2,0,0,21112.448,21.112,0,0,11261.959,11.262,0,0
2008,FM,I3,0,0,20073.704,20.074,0,0,2888.509,2.889,0,0
2008,FM,I4,0,0,20989.093,20.989,0,0,2590.560,2.591,0,0
2008,FM,MH,0,0,375008.189,375.008,0,0,128634.099,128.634,0,0
2008,ID,ID,0,0,5447000,5447,0,0,20651000,20651,0,0
2008,JP,FM,104413.979,104.414,1409197.033,1409.197,168,0.168,986270.039,986.270,0,0
2008,JP,H5,71239.646,71.240,505622.204,505.622,0,0,164346.999,164.347,0,0
2008,JP,I1,166.034,0.166,81099.173,81.099,0,0,58333.085,58.333,0,0
2008,JP,I2,4640.217,4.640,183902.330,183.902,0,0,442921.030,442.921,0,0
2008,JP,I3,1163644.670,1163.645,205115.820,205.116,0,0,733569.529,733.570,0,0
2008,JP,I4,186609.394,186.609,1423833.137,1423.833,0,0,623221.882,623.222,0,0
2008,JP,I5,52544.117,52.544,1044522.631,1044.523,0,0,300097.960,300.098,0,0
2008,JP,I6,2847545.601,2847.546,2938832.731,2938.833,0,0,691280.661,691.281,0,0
2008,JP,I7,1253823.036,1253.823,461295.917,461.296,0,0,176225.313,176.225,0,0
2008,JP,ID,44.984,0.045,1600.013,1.600,0,0,1015.965,1.016,0,0
2008,JP,JP,14236476.263,14236.476,10494015.991,10494.016,2000,2,3799914.592,3799.915,0,0
2008,JP,LN,0,0,20029.016,20.029,0,0,3098.960,3.099,0,0
2008,JP,MH,181.975,0.182,152.029,0.152,0,0,18.997,0.019,0,0
2008,JP,PW,48032.010,48.032,1403820.955,1403.821,90,0.090,267641.012,267.641,0,0
